cifra,valor,tipo,base,clave,fuente,fecha,texto,modulo
cita.estatuto.v2.rotulo.V2,25979,id,V2,L,"fila V2 donde está, letra a letra, la cita estatuto.v2.rotulo (citas.md)",2026-09-23,25979,sesiones
cita.estatuto.v2.rotulo.palabras,17152,n,V2,C,nwords de la fila V2 25979,2026-09-23,17.152,sesiones
cita.f27.1.V2,420,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.1 (citas.md)",2026-09-23,420,diario
cita.f27.1.v3,472,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.1 (citas.md)",2026-09-23,472,diario
cita.f27.10.V2,106747,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.10 (citas.md)",2026-09-23,106747,diario
cita.f27.10.v3,120751,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.10 (citas.md)",2026-09-23,120751,diario
cita.f27.2.V2,23898,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.2 (citas.md)",2026-09-23,23898,diario
cita.f27.2.v3,26612,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.2 (citas.md)",2026-09-23,26612,diario
cita.f27.3.V2,24658,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.3 (citas.md)",2026-09-23,24658,diario
cita.f27.3.v3,27477,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.3 (citas.md)",2026-09-23,27477,diario
cita.f27.4.V2,55902,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.4 (citas.md)",2026-09-23,55902,diario
cita.f27.4.v3,62718,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.4 (citas.md)",2026-09-23,62718,diario
cita.f27.5.V2,57506,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.5 (citas.md)",2026-09-23,57506,diario
cita.f27.5.v3,64595,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.5 (citas.md)",2026-09-23,64595,diario
cita.f27.6.V2,71330,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.6 (citas.md)",2026-09-23,71330,diario
cita.f27.6.v3,80306,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.6 (citas.md)",2026-09-23,80306,diario
cita.f27.7.V2,75263,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.7 (citas.md)",2026-09-23,75263,diario
cita.f27.7.v3,84760,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.7 (citas.md)",2026-09-23,84760,diario
cita.f27.8.V2,79803,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.8 (citas.md)",2026-09-23,79803,diario
cita.f27.8.v3,89910,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.8 (citas.md)",2026-09-23,89910,diario
cita.f27.9.V2,99859,id,V2,L,"fila V2 donde está, letra a letra, la cita f27.9 (citas.md)",2026-09-23,99859,diario
cita.f27.9.v3,112827,id,v3,L,"fila v3 donde está, letra a letra, la cita f27.9 (citas.md)",2026-09-23,112827,diario
cita.f28.acotacion.1.V2,103182,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.acotacion.1 (citas.md)",2026-09-23,103182,diario
cita.f28.acotacion.1.v3,116626,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.acotacion.1 (citas.md)",2026-09-23,116626,diario
cita.f28.acotacion.2.V2,103250,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.acotacion.2 (citas.md)",2026-09-23,103250,diario
cita.f28.acotacion.2.v3,116697,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.acotacion.2 (citas.md)",2026-09-23,116697,diario
cita.f28.acotacion.3.V2,105310,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.acotacion.3 (citas.md)",2026-09-23,105310,diario
cita.f28.acotacion.3.v3,119084,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.acotacion.3 (citas.md)",2026-09-23,119084,diario
cita.f28.acotacion.4.V2,105324,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.acotacion.4 (citas.md)",2026-09-23,105324,diario
cita.f28.acotacion.4.v3,119098,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.acotacion.4 (citas.md)",2026-09-23,119098,diario
cita.f28.acotacion.5.V2,106289,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.acotacion.5 (citas.md)",2026-09-23,106289,diario
cita.f28.acotacion.5.v3,120221,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.acotacion.5 (citas.md)",2026-09-23,120221,diario
cita.f28.ajena.V2,64659,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.ajena (citas.md)",2026-09-23,64659,diario
cita.f28.ajena.v3,72690,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.ajena (citas.md)",2026-09-23,72690,diario
cita.f28.orden.1.V2,13605,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.1 (citas.md)",2026-09-23,13605,diario
cita.f28.orden.1.v3,15129,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.1 (citas.md)",2026-09-23,15129,diario
cita.f28.orden.2.V2,45115,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.2 (citas.md)",2026-09-23,45115,diario
cita.f28.orden.2.v3,50466,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.2 (citas.md)",2026-09-23,50466,diario
cita.f28.orden.3.V2,45440,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.3 (citas.md)",2026-09-23,45440,diario
cita.f28.orden.3.v3,50818,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.3 (citas.md)",2026-09-23,50818,diario
cita.f28.orden.4.V2,102484,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.4 (citas.md)",2026-09-23,102484,diario
cita.f28.orden.4.v3,115828,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.4 (citas.md)",2026-09-23,115828,diario
cita.f28.orden.5.V2,102486,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.5 (citas.md)",2026-09-23,102486,diario
cita.f28.orden.5.v3,115830,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.5 (citas.md)",2026-09-23,115830,diario
cita.f28.orden.6.V2,102492,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.6 (citas.md)",2026-09-23,102492,diario
cita.f28.orden.6.v3,115836,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.6 (citas.md)",2026-09-23,115836,diario
cita.f28.orden.7.V2,103251,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.7 (citas.md)",2026-09-23,103251,diario
cita.f28.orden.7.v3,116698,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.7 (citas.md)",2026-09-23,116698,diario
cita.f28.orden.8.V2,106290,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.orden.8 (citas.md)",2026-09-23,106290,diario
cita.f28.orden.8.v3,120222,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.orden.8 (citas.md)",2026-09-23,120222,diario
cita.f28.peticion.V2,104406,id,V2,L,"fila V2 donde está, letra a letra, la cita f28.peticion (citas.md)",2026-09-23,104406,diario
cita.f28.peticion.v3,118058,id,v3,L,"fila v3 donde está, letra a letra, la cita f28.peticion (citas.md)",2026-09-23,118058,diario
cita.figueres.apertura.sumario.v3,121446,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.apertura.sumario (citas.md)",2026-09-23,121446,sesiones
cita.figueres.apertura.texto.v3,121446,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.apertura.texto (citas.md)",2026-09-23,121446,sesiones
cita.figueres.castillo.V2,107337,id,V2,L,"fila V2 donde está, letra a letra, la cita figueres.castillo (citas.md)",2026-09-23,107337,sesiones
cita.figueres.castillo.palabras,239,n,V2,C,nwords de la fila V2 107337,2026-09-23,239,sesiones
cita.figueres.castillo.v3,121459,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.castillo (citas.md)",2026-09-23,121459,sesiones
cita.figueres.fotocopia.V2,107341,id,V2,L,"fila V2 donde está, letra a letra, la cita figueres.fotocopia (citas.md)",2026-09-23,107341,sesiones
cita.figueres.fotocopia.palabras,226,n,V2,C,nwords de la fila V2 107341,2026-09-23,226,sesiones
cita.figueres.fotocopia.v3,121465,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.fotocopia (citas.md)",2026-09-23,121465,sesiones
cita.figueres.martinezbarrio.v3,121446,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.martinezbarrio (citas.md)",2026-09-23,121446,sesiones
cita.figueres.negrin.V2,107326,id,V2,L,"fila V2 donde está, letra a letra, la cita figueres.negrin (citas.md)",2026-09-23,107326,sesiones
cita.figueres.negrin.palabras,5291,n,V2,C,nwords de la fila V2 107326,2026-09-23,5.291,sesiones
cita.figueres.negrin.v3,121447,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.negrin (citas.md)",2026-09-23,121447,sesiones
cita.figueres.nota.v3,121110,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.nota (citas.md)",2026-09-23,121110,sesiones
cita.figueres.votacion.V2,107341,id,V2,L,"fila V2 donde está, letra a letra, la cita figueres.votacion (citas.md)",2026-09-23,107341,sesiones
cita.figueres.votacion.palabras,226,n,V2,C,nwords de la fila V2 107341,2026-09-23,226,sesiones
cita.figueres.votacion.v3,121464,id,v3,L,"fila v3 donde está, letra a letra, la cita figueres.votacion (citas.md)",2026-09-23,121464,sesiones
cita.mexico.declaracion.v3,121568,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.declaracion (citas.md)",2026-09-23,121568,sesiones
cita.mexico.editor.v3,121466,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.editor (citas.md)",2026-09-23,121466,sesiones
cita.mexico.galicia.v3,121601,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.galicia (citas.md)",2026-09-23,121601,sesiones
cita.mexico.giral.V2,107375,id,V2,L,"fila V2 donde está, letra a letra, la cita mexico.giral (citas.md)",2026-09-23,107375,sesiones
cita.mexico.giral.palabras,7446,n,V2,C,nwords de la fila V2 107375,2026-09-23,7.446,sesiones
cita.mexico.giral.v3,121507,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.giral (citas.md)",2026-09-23,121507,sesiones
cita.mexico.lugar.v3,121495,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.lugar (citas.md)",2026-09-23,121495,sesiones
cita.mexico.orden.V2,107371,id,V2,L,"fila V2 donde está, letra a letra, la cita mexico.orden (citas.md)",2026-09-23,107371,sesiones
cita.mexico.orden.palabras,89,n,V2,C,nwords de la fila V2 107371,2026-09-23,89,sesiones
cita.mexico.orden.v3,121500,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.orden (citas.md)",2026-09-23,121500,sesiones
cita.mexico.permanente.v3,121466,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.permanente (citas.md)",2026-09-23,121466,sesiones
cita.mexico.promesa.V2,107372,id,V2,L,"fila V2 donde está, letra a letra, la cita mexico.promesa (citas.md)",2026-09-23,107372,sesiones
cita.mexico.promesa.palabras,18,n,V2,C,nwords de la fila V2 107372,2026-09-23,18,sesiones
cita.mexico.promesa.v3,121502,id,v3,L,"fila v3 donde está, letra a letra, la cita mexico.promesa (citas.md)",2026-09-23,121502,sesiones
cita.pistola.oriol.V2,74621,id,V2,L,"fila V2 donde está, letra a letra, la cita pistola.oriol (citas.md)",2026-09-23,74621,sesiones
cita.pistola.oriol.palabras,261,n,V2,C,nwords de la fila V2 74621,2026-09-23,261,sesiones
cita.pistola.oriol.v3,84041,id,v3,L,"fila v3 donde está, letra a letra, la cita pistola.oriol (citas.md)",2026-09-23,84041,sesiones
cita.pistola.prieto.V2,74619,id,V2,L,"fila V2 donde está, letra a letra, la cita pistola.prieto (citas.md)",2026-09-23,74619,sesiones
cita.pistola.prieto.golpes.V2,74619,id,V2,L,"fila V2 donde está, letra a letra, la cita pistola.prieto.golpes (citas.md)",2026-09-23,74619,sesiones
cita.pistola.prieto.golpes.palabras,293,n,V2,C,nwords de la fila V2 74619,2026-09-23,293,sesiones
cita.pistola.prieto.golpes.v3,84039,id,v3,L,"fila v3 donde está, letra a letra, la cita pistola.prieto.golpes (citas.md)",2026-09-23,84039,sesiones
cita.pistola.prieto.palabras,293,n,V2,C,nwords de la fila V2 74619,2026-09-23,293,sesiones
cita.pistola.prieto.v3,84039,id,v3,L,"fila v3 donde está, letra a letra, la cita pistola.prieto (citas.md)",2026-09-23,84039,sesiones
cita.pistola.tumulto.V2,74608,id,V2,L,"fila V2 donde está, letra a letra, la cita pistola.tumulto (citas.md)",2026-09-23,74608,sesiones
cita.pistola.tumulto.palabras,1018,n,V2,C,nwords de la fila V2 74608,2026-09-23,1.018,sesiones
cita.pistola.tumulto.v3,84026,id,v3,L,"fila v3 donde está, letra a letra, la cita pistola.tumulto (citas.md)",2026-09-23,84026,sesiones
cita.religiosa.apertura.v3,7387,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.apertura (citas.md)",2026-09-23,7387,sesiones
cita.religiosa.art24.V2,6628,id,V2,L,"fila V2 donde está, letra a letra, la cita religiosa.art24 (citas.md)",2026-09-23,6628,sesiones
cita.religiosa.art24.palabras,199,n,V2,C,nwords de la fila V2 6628,2026-09-23,199,sesiones
cita.religiosa.art24.v3,7398,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.art24 (citas.md)",2026-09-23,7398,sesiones
cita.religiosa.azana.V2,6748,id,V2,L,"fila V2 donde está, letra a letra, la cita religiosa.azana (citas.md)",2026-09-23,6748,sesiones
cita.religiosa.azana.palabras,6009,n,V2,C,nwords de la fila V2 6748,2026-09-23,6.009,sesiones
cita.religiosa.azana.v3,7531,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.azana (citas.md)",2026-09-23,7531,sesiones
cita.religiosa.cierre.V2,6999,id,V2,L,"fila V2 donde está, letra a letra, la cita religiosa.cierre (citas.md)",2026-09-23,6999,sesiones
cita.religiosa.cierre.palabras,148,n,V2,C,nwords de la fila V2 6999,2026-09-23,148,sesiones
cita.religiosa.cierre.v3,7807,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.cierre (citas.md)",2026-09-23,7807,sesiones
cita.religiosa.lista.no.V2,6994,id,V2,L,"fila V2 donde está, letra a letra, la cita religiosa.lista.no (citas.md)",2026-09-23,6994,sesiones
cita.religiosa.lista.no.palabras,227,n,V2,C,nwords de la fila V2 6994,2026-09-23,227,sesiones
cita.religiosa.lista.no.v3,7800,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.lista.no (citas.md)",2026-09-23,7800,sesiones
cita.religiosa.resultado.V2,6994,id,V2,L,"fila V2 donde está, letra a letra, la cita religiosa.resultado (citas.md)",2026-09-23,6994,sesiones
cita.religiosa.resultado.palabras,227,n,V2,C,nwords de la fila V2 6994,2026-09-23,227,sesiones
cita.religiosa.resultado.v3,7800,id,v3,L,"fila v3 donde está, letra a letra, la cita religiosa.resultado (citas.md)",2026-09-23,7800,sesiones
cita.sufragio.art34.V2,5453,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.art34 (citas.md)",2026-09-23,5453,sesiones
cita.sufragio.art34.palabras,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,sesiones
cita.sufragio.art34.texto.V2,12785,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.art34.texto (citas.md)",2026-09-23,12785,sesiones
cita.sufragio.art34.texto.palabras,3019,n,V2,C,nwords de la fila V2 12785,2026-09-23,3.019,sesiones
cita.sufragio.art34.texto.v3,14216,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.art34.texto (citas.md)",2026-09-23,14216,sesiones
cita.sufragio.art34.v3,6110,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.art34 (citas.md)",2026-09-23,6110,sesiones
cita.sufragio.campoamor.antes.V2,5422,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.campoamor.antes (citas.md)",2026-09-23,5422,sesiones
cita.sufragio.campoamor.antes.palabras,780,n,V2,C,nwords de la fila V2 5422,2026-09-23,780,sesiones
cita.sufragio.campoamor.antes.v3,6077,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.campoamor.antes (citas.md)",2026-09-23,6077,sesiones
cita.sufragio.campoamor.ciudadana.V2,5424,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.campoamor.ciudadana (citas.md)",2026-09-23,5424,sesiones
cita.sufragio.campoamor.ciudadana.palabras,1460,n,V2,C,nwords de la fila V2 5424,2026-09-23,1.460,sesiones
cita.sufragio.campoamor.ciudadana.v3,6079,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.campoamor.ciudadana (citas.md)",2026-09-23,6079,sesiones
cita.sufragio.campoamor.silencio.V2,5424,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.campoamor.silencio (citas.md)",2026-09-23,5424,sesiones
cita.sufragio.campoamor.silencio.palabras,1460,n,V2,C,nwords de la fila V2 5424,2026-09-23,1.460,sesiones
cita.sufragio.campoamor.silencio.v3,6079,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.campoamor.silencio (citas.md)",2026-09-23,6079,sesiones
cita.sufragio.final.V2,5792,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.final (citas.md)",2026-09-23,5792,sesiones
cita.sufragio.final.palabras,6,n,V2,C,nwords de la fila V2 5792,2026-09-23,6,sesiones
cita.sufragio.final.v3,6464,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.final (citas.md)",2026-09-23,6464,sesiones
cita.sufragio.kent.V2,5419,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.kent (citas.md)",2026-09-23,5419,sesiones
cita.sufragio.kent.palabras,1053,n,V2,C,nwords de la fila V2 5419,2026-09-23,1.053,sesiones
cita.sufragio.kent.v3,6074,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.kent (citas.md)",2026-09-23,6074,sesiones
cita.sufragio.lista.campoamor.V2,5453,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.lista.campoamor (citas.md)",2026-09-23,5453,sesiones
cita.sufragio.lista.campoamor.palabras,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,sesiones
cita.sufragio.lista.campoamor.v3,6110,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.lista.campoamor (citas.md)",2026-09-23,6110,sesiones
cita.sufragio.lista.kent.V2,5453,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.lista.kent (citas.md)",2026-09-23,5453,sesiones
cita.sufragio.lista.kent.palabras,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,sesiones
cita.sufragio.lista.kent.v3,6110,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.lista.kent (citas.md)",2026-09-23,6110,sesiones
cita.sufragio.ordinaria.V2,5453,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.ordinaria (citas.md)",2026-09-23,5453,sesiones
cita.sufragio.ordinaria.palabras,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,sesiones
cita.sufragio.ordinaria.v3,6110,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.ordinaria (citas.md)",2026-09-23,6110,sesiones
cita.sufragio.presidencia.V2,5423,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.presidencia (citas.md)",2026-09-23,5423,sesiones
cita.sufragio.presidencia.palabras,7,n,V2,C,nwords de la fila V2 5423,2026-09-23,7,sesiones
cita.sufragio.presidencia.v3,6078,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.presidencia (citas.md)",2026-09-23,6078,sesiones
cita.sufragio.resultado.V2,5453,id,V2,L,"fila V2 donde está, letra a letra, la cita sufragio.resultado (citas.md)",2026-09-23,5453,sesiones
cita.sufragio.resultado.palabras,233,n,V2,C,nwords de la fila V2 5453,2026-09-23,233,sesiones
cita.sufragio.resultado.v3,6110,id,v3,L,"fila v3 donde está, letra a letra, la cita sufragio.resultado (citas.md)",2026-09-23,6110,sesiones
columnas.V2,14,n,V2,C,columnas de 2REP_Diaries.csv (THQCMI V2.0),2026-09-23,14,base
correcciones.fechas.I,6,n,V2,M,"de ellas, en la legislatura 1931-1933 (erratas_fechas_V1.csv)",2026-09-23,6,cortes
correcciones.fechas.n,7,n,V2,M,sesiones con fecha corregida (erratas_fechas_V1.csv del changelog de la V2),2026-09-23,7,cortes
